GeneName	PMID	Sentence index	The # of total tokens	Location of token
6688	21915906	7	43	7
81624	21915906	8	34	2
9377	21915906	8	34	4
1351	21915906	8	34	4
5080	21915906	8	34	2
6688	21915906	8	34	9
7776	21915906	8	34	25
9377	21915906	9	34	3
1351	21915906	9	34	3
1984	21915906	9	34	2
6688	21915906	9	34	10
7776	21915906	9	34	32
9377	21915906	10	25	3
1351	21915906	10	25	3
3033	21915906	10	25	10
6688	21915906	10	25	14
7776	21915906	10	25	23
81624	21915906	11	16	9
5080	21915906	11	16	9
6688	21915906	11	16	12
3033	21915906	12	11	6
6688	21915906	12	11	10
6688	21915226	4	16	3
6688	21912704	2	11	2
6688	21912704	3	13	9
1984	21912704	4	19	3
6688	21912704	4	19	12
6688	21912704	5	19	10
6688	21912704	7	16	13
1984	21912704	8	58	25
6688	21912704	8	58	14
1984	21912704	9	26	16
6688	21912704	9	26	12
1984	21912704	11	22	8
6688	21912704	13	8	7
1984	21912704	14	12	4
1984	21912704	15	23	11
6688	21912704	16	28	14
81624	21912625	2	11	1
1378	21912625	2	11	6
5080	21912625	2	11	1
8301	21912625	2	11	8
6678	21912625	2	11	4
1378	21912625	3	25	15
8301	21912625	3	25	17
1191	21912625	7	38	4
6688	21912625	7	38	32
7776	21912625	7	38	25
6688	21912625	8	16	6
348	21912625	8	16	9
348	21912625	9	17	12
8301	21912625	11	18	11
81624	21912625	12	10	5
1191	21912625	12	10	8
5080	21912625	12	10	5
6688	21912625	12	10	7
6688	21912625	13	15	7
6678	21911417	2	22	7
6688	21911417	2	22	3
6688	21911417	3	21	4
1057	21911417	4	13	4
3036	21911417	4	13	6
3036	21911417	5	15	11
6678	21911417	5	15	7
6688	21911417	5	15	4
9215	21911417	11	28	22
1984	21911417	14	20	10
6678	21911417	14	20	13
1057	21911417	15	34	13
6688	21911417	15	34	12
55364	21910444	2	14	2
5252	21910444	2	14	10
6678	21910444	2	14	12
6688	21910444	2	14	3
1984	21910444	4	44	12
5252	21910444	4	44	41
6688	21910444	4	44	8
81624	21910444	5	30	23
1984	21910444	5	30	1
9215	21910444	5	30	2
5080	21910444	5	30	23
6688	21910444	5	30	4
6678	21910444	6	33	5
6688	21910444	6	33	15
6688	21908227	3	32	8
1984	21908227	4	28	1
6688	21908227	4	28	3
6678	21908227	5	28	22
6688	21908227	5	28	12
140683	21908227	6	24	24
5723	21908227	6	24	24
5623	21908227	6	24	24
7173	21908227	6	24	13
613	21908227	7	9	7
1984	21908227	8	18	8
6678	21908227	8	18	7
6688	21908227	8	18	10
6678	21908227	9	43	28
7173	21908227	9	43	21
6688	21908227	11	21	2
6688	21908227	12	20	18
6688	21908226	2	13	5
10438	21907175	2	10	4
6688	21907175	3	20	13
1984	21907175	4	14	2
6678	21907175	5	24	4
6688	21907175	5	24	11
348	21907175	5	24	5
6688	21907175	6	23	4
81624	21907175	7	21	16
5080	21907175	7	21	16
6688	21907175	7	21	12
1984	21907067	2	18	1
6688	21907067	2	18	3
1981	21907011	2	8	3
1984	21907011	3	17	4
3036	21907011	3	17	10
6678	21907011	3	17	14
6688	21907011	3	17	3
1984	21907011	4	19	8
1981	21907011	5	35	7
1981	21907011	6	22	8
6688	21907011	6	22	4
3646	21907011	7	25	8
3646	21907011	7	25	8
1977	21907011	7	25	6
1981	21907011	7	25	1
1981	21907011	8	22	1
1984	21907011	8	22	12
6688	21906920	2	11	3
1984	21906920	3	26	20
6688	21906920	3	26	11
6678	21906920	5	11	5
6688	21906920	7	14	6
6688	21906920	8	13	3
1984	21906920	10	20	2
6688	21906920	11	14	9
613	21906920	13	13	6
6688	21906920	14	25	9
1984	21906920	15	11	4
6678	21906920	16	16	6
6688	21906920	16	16	3
1984	21906664	2	17	12
6688	21906664	2	17	3
1984	21906664	3	23	13
6688	21906664	3	23	3
6678	21906664	4	18	11
1057	21906664	5	43	38
1984	21906664	5	43	31
6688	21906664	5	43	11
1984	21906664	6	66	4
4280	21906664	6	66	1
6678	21906664	6	66	61
6688	21906664	6	66	34
4280	21906664	7	9	4
1984	21906664	8	15	5
6688	21906664	8	15	8
1984	21906664	9	37	15
4280	21906664	9	37	4
4280	21906664	10	28	15
6688	21906664	10	28	4
6688	21906664	11	25	4
1984	21906664	13	25	5
6688	21906664	13	25	13
1057	21906664	14	9	8
4280	21906664	14	9	4
4280	21906664	15	24	24
81624	21906659	2	24	19
5080	21906659	2	24	19
6688	21906659	2	24	11
81624	21906659	4	26	21
3036	21906659	4	26	6
5080	21906659	4	26	21
6688	21906659	4	26	3
81624	21906659	5	23	7
5080	21906659	5	23	7
6688	21906659	5	23	10
1984	21906659	6	27	17
1057	21906659	7	33	22
1057	21906659	9	25	14
28874	21906659	9	25	7
6688	21906659	9	25	3
6688	21905799	2	11	6
6688	21905799	3	24	3
613	21905799	5	15	1
613	21905799	6	26	1
1984	21905799	6	26	11
6688	21905799	6	26	6
1984	21905799	8	48	15
6678	21905799	8	48	14
6688	21905799	8	48	3
6688	21905799	10	39	16
613	21905799	11	24	19
1984	21905799	11	24	12
6688	21905799	13	33	29
6688	21905799	15	29	10
1984	21905799	16	40	32
6688	21905799	16	40	38
1057	21905078	2	6	2
81624	21905078	3	20	11
1057	21905078	3	20	7
5080	21905078	3	20	11
1057	21905078	4	23	13
6688	21905078	4	23	9
1057	21905078	5	24	23
1984	21905078	5	24	4
6678	21905078	5	24	12
6688	21905078	5	24	6
1057	21905078	6	31	26
6688	21905078	6	31	7
1057	21905078	7	32	12
6678	21905078	7	32	19
6688	21905078	7	32	10
1057	21905078	8	32	10
1984	21905078	8	32	2
6688	21905078	8	32	5
6678	21904896	2	17	6
6688	21904896	2	17	2
3036	21904896	3	23	18
6678	21904896	3	23	16
6688	21904896	3	23	7
1984	21904896	4	33	14
6688	21904896	4	33	11
6678	21904896	5	22	9
6688	21904896	5	22	12
1984	21904896	6	39	26
6688	21904896	6	39	6
6678	21904896	7	25	10
6678	21904896	9	18	6
1984	21904896	10	25	7
6688	21904896	10	25	12
10899	21904896	11	14	2
6688	21904896	11	14	7
6688	21904896	12	10	2
64663	21904896	12	10	5
6678	21904896	13	11	2
1984	21904896	14	28	16
6688	21904896	14	28	6
11335	21904267	2	13	1
1984	21904267	2	13	10
11335	21904267	3	15	6
3036	21904267	3	15	12
6688	21904267	3	15	5
11335	21904267	4	37	13
1984	21904267	4	37	27
6688	21904267	4	37	19
6688	21904267	5	9	5
2710	21904267	7	28	27
6688	21904267	7	28	9
1984	21904267	8	10	1
6688	21904267	11	19	1
81624	21904267	13	24	9
1984	21904267	13	24	14
5080	21904267	13	24	9
81624	21904267	15	17	5
2710	21904267	15	17	2
5080	21904267	15	17	5
5833	21904267	15	17	17
6688	21904267	15	17	11
6688	21898597	2	11	3
6688	21898597	3	34	9
6688	21898597	4	26	4
6688	21898597	6	23	3
6688	21898597	7	30	6
6688	21898597	8	22	15
1984	21898597	9	22	15
6678	21898597	10	39	19
6688	21898597	10	39	21
6688	21895584	2	7	5
6678	21894604	2	14	6
6688	21894604	2	14	3
3036	21894604	3	20	3
6678	21894604	3	20	14
6688	21894604	3	20	8
1984	21894604	4	22	13
1984	21894604	5	26	8
6688	21894604	5	26	19
1984	21894604	6	48	1
6688	21894604	6	48	3
6688	21894604	7	22	5
6688	21894604	8	26	10
6688	21894604	9	28	17
6688	21894020	2	14	3
6678	21894020	3	24	16
6688	21894020	3	24	19
6688	21894020	4	15	3
1984	21894020	9	27	19
6688	21894020	9	27	25
6688	21893629	2	4	3
6688	21892895	2	4	3
6688	21892895	3	19	11
81624	21892895	4	23	21
5080	21892895	4	23	21
6688	21892895	4	23	16
6688	21892895	5	15	9
81624	21892895	6	24	1
1984	21892895	6	24	12
3036	21892895	6	24	7
5080	21892895	6	24	1
6688	21892895	6	24	5
2069	21892895	7	18	17
6688	21892895	7	18	10
6688	21892895	8	23	8
1984	21892895	9	20	5
28503	21892895	9	20	16
6688	21892895	9	20	14
3356	21892895	10	17	9
1984	21892895	10	17	3
3036	21892895	10	17	2
6688	21892895	11	26	22
1984	21892895	12	18	5
6688	21892895	12	18	4
6688	21892895	13	14	7
1984	21892895	14	31	14
4504	21892895	14	31	22
1984	21890575	2	16	12
1984	21890575	3	23	15
6688	21890575	3	23	8
1984	21890575	4	17	1
81624	21890575	5	19	14
5080	21890575	5	19	14
6688	21890575	5	19	2
4036	21890575	6	12	5
6688	21890575	6	12	4
81624	21890575	7	23	17
5080	21890575	7	23	17
6688	21890575	8	17	2
79071	21890575	9	17	16
80210	21890575	9	17	14
1984	21890575	9	17	4
2178	21890575	9	17	16
6688	21890575	10	28	9
6688	21890575	11	22	18
6688	21890575	12	23	8
7439	21890575	14	24	15
1984	21890575	14	24	11
6688	21890575	14	24	6
6688	21890574	3	13	10
922	21890574	4	24	2
1786	21890574	4	24	2
6688	21890574	4	24	3
6688	21890574	6	37	11
6862	21890574	6	37	20
3033	21890574	9	43	15
9215	21890574	9	43	22
6688	21890574	9	43	24
6688	21890574	10	19	17
6688	21890574	12	17	8
1984	21889984	2	16	14
6688	21889984	2	16	3
1984	21889984	3	47	18
6688	21889984	3	47	3
6688	21889984	4	14	10
6688	21889984	5	12	10
3483	21889984	6	19	4
6647	21889984	6	19	4
6311	21889984	6	19	12
6688	21889984	6	19	11
81624	21889984	7	31	11
1984	21889984	7	31	18
5080	21889984	7	31	11
6311	21889984	7	31	14
6688	21889984	7	31	3
3483	21889984	8	13	12
6647	21889984	8	13	12
1984	21889984	9	23	4
6311	21889984	9	23	8
6688	21889984	9	23	13
6688	21889494	2	13	5
6688	21889494	3	27	3
6678	21889494	4	16	5
81624	21889494	5	17	6
5080	21889494	5	17	6
1984	21889494	7	30	16
6678	21889494	7	30	23
6688	21889494	7	30	3
1984	21889494	8	32	23
3036	21889494	8	32	22
6678	21889494	8	32	26
6688	21889494	8	32	4
81624	21889494	9	13	12
5080	21889494	9	13	12
6688	21889494	9	13	6
6678	21889494	10	27	25
6688	21889494	10	27	7
81624	21889494	11	24	9
5080	21889494	11	24	9
1984	21889169	2	19	1
6688	21889169	2	19	3
6678	21889169	3	33	29
6688	21889169	3	33	19
3036	21889169	4	22	3
6688	21889169	4	22	11
150921	21889169	4	22	6
6688	21889169	6	21	4
613	21889169	7	28	1
6688	21889169	7	28	9
1984	21889169	8	27	16
6688	21889169	8	27	18
6688	21889169	9	12	3
6688	21889169	10	43	11
150921	21889169	10	43	25
1984	21889169	11	48	9
3036	21889169	11	48	33
6678	21889169	11	48	45
6688	21889169	11	48	8
1984	21887844	2	11	9
922	21887844	3	24	2
1786	21887844	3	24	2
1984	21887844	3	24	17
6688	21887844	3	24	3
6678	21887844	4	37	3
6688	21887844	8	32	4
1984	21887844	10	15	13
6688	21887844	10	15	6
1984	21887350	2	19	14
5978	21887350	2	19	7
6688	21887350	2	19	6
1984	21887350	3	29	9
6688	21887350	3	29	12
6688	21887350	4	33	12
150921	21887350	5	27	13
1984	21887350	6	18	6
6678	21887350	6	18	11
6688	21887350	6	18	15
6688	21887350	7	12	10
81624	21887350	9	19	8
5080	21887350	9	19	8
6688	21887350	9	19	14
6688	21887350	11	20	3
81624	21887350	13	20	5
5080	21887350	13	20	5
6688	21887350	13	20	7
1984	21887350	14	73	34
5978	21887350	14	73	9
6688	21887350	14	73	16
120892	21885347	2	13	3
1984	21885347	2	13	11
6688	21885347	2	13	2
3036	21885347	4	20	16
6688	21885347	4	20	4
120892	21885347	5	25	7
6688	21885347	5	25	6
120892	21885347	6	27	1
6688	21885347	6	27	24
120892	21885347	7	22	8
6688	21885347	7	22	7
6688	21885347	8	11	8
1984	21885347	9	26	5
3033	21885347	9	26	4
6688	21885347	9	26	9
120892	21885347	10	31	3
6688	21885347	11	35	3
1984	21885347	12	32	1
6688	21885347	13	26	1
6688	21885347	14	16	9
120892	21885347	15	23	4
6678	21885347	15	23	21
1984	21885347	16	29	19
6688	21885347	16	29	16
120892	21885347	17	18	16
6688	21885347	18	9	8
120892	21885346	2	9	4
1984	21884507	2	11	3
6678	21884507	2	11	7
1984	21884132	2	9	7
6688	21884132	2	9	2
6688	21884132	3	30	10
1984	21884132	4	18	1
6688	21884132	4	18	17
6688	21884132	6	23	3
6688	21884132	8	25	3
1984	21884132	9	30	3
9215	21884132	9	30	4
6688	21884132	9	30	6
3036	21884132	10	15	10
6688	21884132	10	15	4
6688	21884132	11	14	12
922	21881837	3	20	2
1786	21881837	3	20	2
6688	21881837	3	20	3
81624	21881837	4	10	8
5080	21881837	4	10	8
6678	21881837	4	10	7
6688	21881837	4	10	3
6688	21881837	7	14	3
6688	21881837	8	18	6
6688	21881837	9	15	3
6688	21881837	10	24	17
613	21881837	11	33	4
6688	21881837	11	33	8
1984	21881474	2	10	1
6688	21881474	2	10	4
1984	21881474	4	16	10
1984	21881474	5	18	3
6688	21881474	5	18	16
6688	21881474	7	11	5
126669	21881474	9	14	1
3033	21881474	9	14	2
126669	21881474	10	19	7
1984	21881474	10	19	10
6688	21881474	10	19	4
81624	21881474	13	27	7
5080	21881474	13	27	7
6688	21881474	13	27	6
6678	21881474	14	18	8
6688	21881474	14	18	11
1984	21881473	2	12	4
1984	21881473	3	23	4
3036	21881473	3	23	18
6688	21881473	3	23	9
1984	21881473	4	29	1
6688	21881473	4	29	8
1984	21881473	6	20	12
6688	21881473	6	20	11
1984	21881473	7	25	18
6688	21881473	7	25	4
1984	21881468	2	14	7
4036	21881468	2	14	1
6678	21881468	2	14	6
81624	21881468	3	25	23
5080	21881468	3	25	23
1984	21881468	4	20	15
4036	21881468	4	20	13
922	21881468	5	26	2
1786	21881468	5	26	2
1984	21881468	5	26	14
4036	21881468	5	26	12
6688	21881468	5	26	3
613	21881468	6	25	4
1984	21881468	6	25	1
4036	21881468	6	25	5
6688	21881468	6	25	3
613	21881468	7	19	1
4036	21881468	8	19	5
613	21881468	9	8	7
6678	21881468	10	21	3
4036	21881468	11	33	12
81624	21881468	12	32	29
1984	21881468	12	32	23
4036	21881468	12	32	17
5080	21881468	12	32	29
6678	21881468	12	32	22
6688	21880913	2	19	10
6678	21880913	3	16	14
1057	21880913	4	32	11
4280	21880913	4	32	2
6688	21880913	4	32	14
6688	21880913	5	27	2
1984	21880913	6	16	7
4280	21880913	7	30	25
6688	21880913	7	30	18
613	21880913	8	26	21
6688	21880913	8	26	8
6688	21880335	2	15	10
6688	21880335	3	11	8
9575	21880335	6	70	44
1984	21880335	6	70	3
6688	21880335	6	70	7
6688	21880335	8	25	14
613	21880335	9	28	20
1984	21880335	9	28	22
613	21880335	10	13	10
6688	21880335	10	13	2
6688	21880335	11	13	8
613	21880335	12	9	8
1984	21880335	12	9	4
6678	21880335	12	9	7
613	21880335	13	10	7
1984	21880335	14	9	1
1984	21880335	15	27	14
6688	21880335	15	27	18
6688	21880334	2	9	7
6688	21880334	3	18	12
6688	21880334	4	31	23
1984	21880334	5	32	22
3033	21880334	5	32	21
6688	21880334	5	32	18
6688	21880334	6	9	5
6688	21880334	8	12	11
81624	21880334	10	35	20
1984	21880334	10	35	34
5080	21880334	10	35	20
6688	21880334	10	35	6
6688	21878689	3	20	6
1984	21878689	4	42	32
3033	21878689	5	6	3
6688	21878689	7	18	12
1984	21878689	8	15	13
6688	21878689	9	22	4
6688	21878689	10	32	13
22900	21878363	3	39	3
1984	21878363	3	39	12
6688	21878363	3	39	5
6688	21878363	4	22	11
613	21878363	5	48	11
6688	21878363	5	48	3
81624	21878213	3	62	54
5080	21878213	3	62	54
6688	21878213	3	62	8
6688	21878213	4	8	3
1984	21878213	5	4	1
81624	21878213	8	12	9
5080	21878213	8	12	9
6688	21878213	8	12	5
6688	21878213	11	45	22
613	21878213	14	9	1
6688	21878213	15	12	8
81624	21878213	16	28	22
1984	21878213	16	28	6
5080	21878213	16	28	22
6688	21878213	16	28	8
1984	21878213	17	21	4
6688	21878213	17	21	15
1984	21877033	2	17	5
6688	21877033	2	17	4
81624	21877033	3	11	4
5080	21877033	3	11	4
922	21877033	6	19	2
1786	21877033	6	19	2
1984	21877033	6	19	9
6688	21877033	6	19	3
6688	21877033	7	15	4
1984	21877033	9	39	1
6688	21877033	9	39	34
1984	21877033	10	11	4
1984	21877033	11	16	3
6678	21877023	2	18	6
1984	21877023	3	21	12
6688	21877023	3	21	8
1984	21877023	6	18	4
1984	21877023	7	15	1
6688	21877023	7	15	13
6688	21877023	9	20	6
6688	21877023	10	14	3
6688	21877023	12	10	6
6688	21877023	13	22	5
6688	21876529	3	14	12
1057	21876529	5	26	25
1984	21876529	5	26	2
3036	21876529	7	6	4
6688	21876529	8	20	17
81624	21876529	9	19	6
5080	21876529	9	19	6
6678	21876529	12	16	15
1984	21876529	13	26	6
6688	21876529	13	26	24
6688	21876529	14	26	16
1984	21876529	15	40	4
81624	21876529	16	22	12
1984	21876529	16	22	8
5080	21876529	16	22	12
6688	21876529	17	20	4
81624	21876529	18	32	25
1057	21876529	18	32	13
1319	21876529	18	32	18
1984	21876529	18	32	16
5080	21876529	18	32	25
6688	21876529	18	32	28
81624	21876529	20	23	18
1984	21876529	20	23	21
5080	21876529	20	23	18
9215	21876529	21	27	11
613	21876465	4	38	34
1984	21876465	4	38	4
3036	21876465	4	38	3
6688	21876465	4	38	12
613	21876465	5	34	10
6688	21876465	5	34	32
613	21876465	7	26	17
1984	21876194	2	9	4
6688	21875422	3	25	2
6688	21875422	5	20	4
6688	21875422	6	23	4
6688	21875422	7	16	13
6688	21875422	8	27	2
6688	21875422	10	13	3
6688	21875422	11	32	25
11335	21872587	2	18	2
1984	21872587	2	18	1
6688	21872587	2	18	6
6688	21872587	3	24	18
6688	21872587	4	7	3
6688	21872587	5	20	17
6678	21872587	6	28	27
6688	21872587	6	28	16
1984	21872587	7	24	10
11335	21872587	8	30	16
1984	21872587	8	30	14
613	21872587	9	35	32
11335	21872587	9	35	3
6688	21872587	9	35	8
11335	21872587	10	37	1
6688	21872587	10	37	19
6688	21872587	11	21	13
6688	21872587	12	17	2
6688	21872561	2	10	3
6688	21872561	3	17	2
81624	21872561	4	19	9
1984	21872561	4	19	16
5080	21872561	4	19	9
6688	21872561	4	19	3
6688	21872561	6	18	8
6688	21872561	9	21	5
1984	21872561	11	21	15
3033	21872561	11	21	6
81624	21872561	14	18	12
1984	21872561	14	18	1
5080	21872561	14	18	12
6688	21872561	14	18	5
81624	21872561	15	19	1
5080	21872561	15	19	1
6688	21872561	15	19	7
6688	21872561	17	12	9
3036	21872441	3	22	3
6688	21872441	3	22	10
6688	21872441	4	21	5
6678	21872441	5	25	9
1057	21872441	6	22	14
6688	21872441	6	22	10
1984	21872355	2	17	1
6688	21872355	2	17	6
1984	21872355	3	23	4
6688	21872355	3	23	11
1984	21872355	4	33	5
6678	21872355	4	33	15
6688	21872355	4	33	4
81624	21872355	5	39	21
1984	21872355	5	39	26
5080	21872355	5	39	21
6688	21872355	5	39	9
1984	21872355	8	20	4
6688	21872355	8	20	6
81624	21872355	9	24	9
5080	21872355	9	24	9
6688	21872355	9	24	22
6688	21872276	3	28	24
6678	21872276	8	15	7
6688	21872276	8	15	3
6688	21872276	9	27	4
1984	21872276	10	20	18
6688	21872276	11	24	3
81624	21871902	2	26	20
5080	21871902	2	26	20
6688	21871902	2	26	6
1984	21871902	3	30	18
6688	21871902	3	30	29
6678	21871902	4	16	4
6688	21871902	5	18	17
6688	21871902	6	33	10
6678	21871902	7	30	14
6688	21871902	7	30	12
4280	21871902	8	50	5
6688	21871902	8	50	15
6688	21871902	9	27	13
6688	21871902	10	24	21
6688	21871902	11	18	8
5978	21871844	2	16	4
6688	21871844	2	16	3
5978	21871844	4	18	14
6688	21871844	4	18	5
6688	21871844	6	31	3
5978	21871844	7	37	3
6688	21871844	7	37	2
150921	21871844	7	37	23
1984	21871844	8	16	1
6688	21871844	8	16	5
4657	21871844	9	35	16
6688	21871844	9	35	15
150921	21871844	9	35	14
6688	21871844	10	36	28
5978	21871844	11	24	8
6688	21871844	11	24	12
6688	21871844	12	20	11
1984	21871538	2	8	1
6688	21871538	2	8	4
6688	21871538	3	15	6
1984	21871538	4	13	5
1984	21871538	5	27	18
6678	21871538	5	27	10
6688	21871538	5	27	2
6688	21871538	6	23	6
27090	21871538	10	42	33
1984	21871538	11	19	7
1984	21871538	12	12	6
6688	21871538	12	12	5
3483	21870999	2	10	4
6647	21870999	2	10	4
6688	21870999	3	34	6
1984	21870999	4	55	1
6688	21870999	4	55	31
150921	21870999	4	55	48
613	21870999	6	11	8
6688	21870999	7	14	3
1984	21870999	8	28	5
6688	21870999	8	28	25
6688	21870999	9	16	2
583	21870999	10	28	9
6678	21870999	10	28	17
6688	21870999	10	28	3
6688	21869721	2	16	6
6688	21869721	3	15	7
6678	21869721	4	27	5
3036	21869721	5	14	11
6688	21869721	5	14	3
6688	21869721	6	33	6
4036	21869721	7	48	11
6688	21869721	7	48	6
6688	21869721	8	15	8
6688	21869721	9	37	7
81624	21869721	10	30	23
1984	21869721	10	30	9
5080	21869721	10	30	23
4036	21869721	11	29	29
1984	21869721	12	19	9
1984	21868039	3	20	5
6688	21868039	3	20	14
1984	21868039	5	24	5
6688	21868039	5	24	7
1984	21868039	6	19	10
1984	21868039	7	35	7
6688	21868039	7	35	3
3036	21867400	3	23	5
6688	21867400	3	23	13
81624	21867400	6	24	19
5080	21867400	6	24	19
6688	21867400	6	24	22
2523	21867400	7	15	9
613	21867400	8	18	4
6688	21867400	8	18	3
8972	21867400	9	26	9
6688	21867400	9	26	13
6688	21867400	10	37	16
613	21867400	11	15	9
6688	21867400	11	15	8
6688	21867400	12	18	17
81624	21867400	13	28	23
1984	21867400	13	28	14
5080	21867400	13	28	23
6688	21867400	13	28	16
120892	21866175	2	14	5
6688	21866175	3	16	13
120892	21866175	4	22	5
6688	21866175	4	22	4
120892	21866175	5	14	4
1984	21866175	5	14	6
6688	21866175	5	14	12
120892	21866175	6	23	13
120892	21866175	7	33	7
6688	21866175	7	33	17
120892	21866175	8	18	10
9215	21866175	8	18	9
6688	21866175	8	18	14
79705	21866175	9	13	13
6688	21866175	9	13	9
120892	21866175	10	24	5
6688	21866175	10	24	9
1984	21866175	11	23	4
6688	21866175	11	23	14
1057	21865882	2	31	4
1984	21865882	2	31	26
6688	21865882	2	31	2
1057	21865882	3	41	2
6688	21865882	3	41	17
6688	21865882	5	29	14
596	21865882	6	19	19
6688	21865882	6	19	2
1057	21865882	7	22	2
6688	21865882	7	22	15
6688	21865882	9	13	9
6688	21865882	10	14	13
6688	21865882	11	31	6
6688	21865760	4	46	3
1356	21865760	5	25	3
7776	21865760	5	25	23
1356	21865760	6	22	5
6688	21865760	6	22	7
1356	21865760	7	26	12
1984	21865760	7	26	2
6688	21865760	7	26	22
1356	21865760	8	18	17
6688	21865760	8	18	8
1356	21865760	9	33	6
6688	21865760	9	33	3
1356	21865760	10	29	4
1984	21865760	10	29	17
6688	21865760	10	29	26
6749	21865760	10	29	12
1984	21865652	2	14	3
4280	21865652	2	14	10
6688	21865652	2	14	6
3036	21865652	3	15	2
3036	21865652	4	26	19
6688	21865652	4	26	16
81624	21865652	5	23	6
5080	21865652	5	23	6
6043	21865652	5	23	7
1984	21865652	6	17	12
4280	21865652	6	17	10
4280	21865652	7	9	2
4280	21865652	9	10	10
5071	21865652	10	37	37
6688	21865652	10	37	3
948	21865652	11	14	14
6688	21865652	11	14	10
948	21865652	12	21	9
6688	21865652	12	21	2
1984	21865652	13	20	9
948	21865651	2	11	11
1984	21865651	3	21	5
6688	21865651	3	21	15
6688	21865651	4	7	3
81624	21865651	5	24	14
1984	21865651	5	24	8
5080	21865651	5	24	14
6043	21865651	5	24	15
6688	21865651	5	24	22
345651	21865651	6	31	3
440915	21865651	6	31	3
641455	21865651	6	31	3
71	21865651	6	31	3
72	21865651	6	31	3
1984	21865651	6	31	5
6688	21865651	6	31	12
1984	21865651	7	47	14
10899	21865651	7	47	32
6688	21865651	7	47	4
1984	21865317	2	17	12
6688	21865317	3	17	9
1984	21865317	4	17	13
1984	21865317	5	51	23
6688	21865317	5	51	7
6688	21865317	6	22	3
6688	21865317	7	33	4
6688	21865317	8	15	2
1984	21865317	9	21	15
345651	21865317	10	24	18
440915	21865317	10	24	18
641455	21865317	10	24	18
71	21865317	10	24	18
72	21865317	10	24	18
1984	21865317	10	24	5
6688	21865317	10	24	22
6688	21864849	2	10	5
6688	21864849	3	10	7
1984	21864849	4	18	15
1984	21864849	5	21	10
6678	21864849	5	21	9
6688	21864849	6	21	8
6688	21864849	7	34	18
6678	21864849	8	35	5
6688	21864849	8	35	14
6688	21864849	9	22	18
6688	21864557	2	12	2
1984	21864557	3	16	4
6688	21864557	3	16	6
1984	21864557	4	16	5
6688	21864557	4	16	14
3036	21864557	5	17	6
5444	21864557	5	17	16
6678	21864557	5	17	15
6688	21864557	5	17	12
6688	21864557	6	16	11
5444	21864557	7	19	3
6688	21864557	7	19	13
5444	21864557	8	22	9
6688	21864557	8	22	8
1984	21864557	9	21	1
5444	21864557	9	21	13
6688	21864557	9	21	4
5444	21864557	10	11	6
6688	21864557	10	11	5
1984	21864557	11	40	8
6688	21864557	11	40	15
5444	21864557	12	24	23
5444	21864557	13	28	17
6688	21864557	13	28	16
1984	21864527	2	9	4
6688	21864527	2	9	7
6688	21864527	3	27	11
3036	21864527	4	22	9
6688	21864527	5	20	9
6688	21864527	6	28	8
4280	21864527	7	26	11
6688	21864527	7	26	21
4280	21864527	8	16	12
6688	21864527	8	16	4
9575	21864527	9	40	10
4280	21864527	9	40	40
6688	21864527	9	40	8
1984	21864527	10	18	8
6688	21864527	10	18	10
6688	21864527	11	17	5
1057	21864078	2	13	1
1057	21864078	3	17	1
6688	21864078	3	17	11
1984	21864078	4	32	7
6688	21864078	4	32	3
799	21864078	5	13	11
811	21864078	5	13	11
6535	21864078	5	13	11
6688	21864078	5	13	8
6688	21864078	6	20	6
799	21864078	7	20	17
811	21864078	7	20	17
6535	21864078	7	20	17
6688	21864078	7	20	16
7439	21864078	9	42	10
1057	21864078	9	42	35
28899	21864078	9	42	16
6688	21864078	9	42	12
81624	21864078	10	32	6
799	21864078	10	32	9
811	21864078	10	32	9
5080	21864078	10	32	6
6535	21864078	10	32	9
6678	21864078	10	32	8
6678	21864068	2	11	7
6678	21864068	3	24	21
6688	21864068	3	24	12
6688	21864068	4	16	9
1984	21864068	5	51	6
3036	21864068	5	51	9
6688	21864068	5	51	15
1984	21864066	3	59	6
8972	21864066	3	59	34
6688	21864066	3	59	10
81624	21864066	4	23	16
2069	21864066	4	23	2
5080	21864066	4	23	16
2069	21864066	5	33	9
2523	21864066	5	33	33
2069	21864066	6	26	22
6688	21864066	6	26	19
1984	21864066	7	28	9
2069	21864066	7	28	12
3036	21864066	7	28	17
6688	21864066	7	28	27
1984	21864066	8	14	7
2069	21864066	8	14	2
922	21864066	9	22	2
1786	21864066	9	22	2
1984	21864066	9	22	9
2069	21864066	9	22	22
6678	21864066	9	22	20
6688	21864066	9	22	3
6688	21863741	3	17	13
6688	21863741	4	32	8
6688	21863007	2	12	9
1984	21863007	3	15	1
6678	21863007	3	15	6
6688	21863007	3	15	11
1984	21863007	5	16	7
6688	21863007	5	16	2
81624	21863007	7	19	11
1057	21863007	7	19	8
5080	21863007	7	19	11
6622	21863007	7	19	12
6688	21863007	8	36	18
1984	21863007	9	27	4
6688	21863007	9	27	14
6688	21862738	2	8	6
1984	21862438	4	26	3
6688	21862438	4	26	5
6688	21862438	6	23	4
6688	21862438	9	34	7
1984	21862438	10	39	15
150921	21862438	10	39	8
81624	21862438	11	17	9
5080	21862438	11	17	9
6688	21862438	11	17	12
6688	21862438	12	13	4
6678	21862038	2	13	4
6688	21862038	3	20	13
6688	21862038	4	26	25
3673	21862038	6	21	5
3033	21862038	7	24	8
6688	21862038	7	24	1
