DiseaseName	PMID	Line index	The # of total tokens in sentence	Start position of tagged disease in sentence
pa445254	pmid: 21725254	2	9	8
pa445254	pmid: 21725254	3	11	10
pa445254	pmid: 21725254	5	11	10
pa445254	pmid: 21725254	6	38	5
pa445254	pmid: 21725254	7	19	14
pa445254	pmid: 21725254	10	19	2
pa445254	pmid: 21725254	13	45	27
pa445254	pmid: 21725242	2	8	5
pa445254	pmid: 21725242	3	21	20
pa445254	pmid: 21725242	4	19	11
pa445254	pmid: 21725242	12	30	18
pa445254	pmid: 21725093	2	17	4
pa445254	pmid: 21724849	5	12	10
pa445254	pmid: 21724446	6	20	9
pa445254	pmid: 21724446	7	22	5
pa445254	pmid: 21724402	2	10	9
pa445254	pmid: 21724402	3	16	15
pa445254	pmid: 21724193	2	15	6
pa445254	pmid: 21724193	3	17	15
pa445254	pmid: 21724193	15	61	31
pa445254	pmid: 21723913	2	9	8
pa445254	pmid: 21723913	3	18	11
pa445254	pmid: 21723913	8	30	11
pa445254	pmid: 21723913	11	8	7
pa445254	pmid: 21723784	3	31	26
pa445254	pmid: 21723568	2	15	4
pa445254	pmid: 21723568	3	18	6
pa445254	pmid: 21722545	3	19	18
pa445254	pmid: 21722545	4	20	15
pa445254	pmid: 21721909	2	8	7
pa445254	pmid: 21721909	4	28	10
pa445254	pmid: 21721907	2	10	9
pa445254	pmid: 21721555	3	40	33
pa445254	pmid: 21721555	7	42	21
pa445254	pmid: 21720849	5	30	11
pa445254	pmid: 21719744	2	12	11
pa445254	pmid: 21719744	3	37	14
pa445254	pmid: 21719744	4	29	21
pa445254	pmid: 21719744	5	42	36
pa445254	pmid: 21719744	6	43	18
pa445254	pmid: 21719744	7	37	12
pa445254	pmid: 21719744	8	31	29
pa445254	pmid: 21719443	2	18	17
pa445254	pmid: 21719292	2	13	12
pa445254	pmid: 21718966	2	19	14
pa445254	pmid: 21718966	3	24	22
pa445254	pmid: 21718949	3	23	22
pa445254	pmid: 21718702	2	12	9
pa445254	pmid: 21718702	3	17	15
pa445254	pmid: 21716022	4	18	4
pa445254	pmid: 21715213	2	9	3
pa445254	pmid: 21715213	3	19	10
pa445254	pmid: 21715166	2	14	13
pa445254	pmid: 21715166	3	12	6
pa445254	pmid: 21715166	6	16	8
pa445254	pmid: 21714071	2	6	5
pa445254	pmid: 21714071	3	12	10
pa445254	pmid: 21714009	2	15	10
pa445254	pmid: 21714009	3	32	14
pa445254	pmid: 21714009	4	22	19
pa445254	pmid: 21714009	5	12	6
pa445254	pmid: 21714009	7	28	6
pa445254	pmid: 21714009	8	21	4
pa445254	pmid: 21714009	9	18	3
pa445254	pmid: 21714003	2	8	7
pa445254	pmid: 21712955	4	18	16
pa445254	pmid: 21712955	13	33	18
pa445254	pmid: 21712347	2	13	12
pa445254	pmid: 21712347	3	21	20
pa445254	pmid: 21712347	8	21	20
pa445254	pmid: 21712347	10	32	31
pa445254	pmid: 21712347	11	58	57
pa445254	pmid: 21709601	2	20	19
pa445254	pmid: 21709601	3	11	9
pa445254	pmid: 21709594	5	25	24
pa445254	pmid: 21709594	6	11	5
pa445254	pmid: 21709594	13	21	20
pa445254	pmid: 21709584	6	29	18
pa445254	pmid: 21708898	2	10	9
pa445254	pmid: 21708388	2	10	9
pa445254	pmid: 21708388	3	19	7
pa445254	pmid: 21708261	3	15	10
pa445254	pmid: 21707858	2	10	9
pa445254	pmid: 21707858	4	27	11
pa445254	pmid: 21707858	7	24	12
pa445254	pmid: 21706828	2	17	14
pa445254	pmid: 21706828	3	9	3
pa445254	pmid: 21706376	2	17	12
pa445254	pmid: 21706376	3	22	20
pa445254	pmid: 21705259	2	12	8
pa445254	pmid: 21705259	3	11	8
pa445254	pmid: 21705162	2	13	9
pa445254	pmid: 21705162	3	19	9
pa445254	pmid: 21705027	2	13	7
pa445254	pmid: 21705027	3	26	14
pa445254	pmid: 21705023	2	9	8
pa445254	pmid: 21705022	2	10	9
pa445254	pmid: 21705022	3	34	10
pa445254	pmid: 21705020	2	6	5
pa445254	pmid: 21705020	11	15	13
pa445254	pmid: 21704798	2	11	10
pa445254	pmid: 21704798	3	40	17
pa445254	pmid: 21704798	11	25	9
pa445254	pmid: 21704797	2	15	14
pa445254	pmid: 21704797	3	35	33
pa445254	pmid: 21704797	5	6	2
pa445254	pmid: 21704797	9	41	23
pa445254	pmid: 21704673	3	30	8
pa445254	pmid: 21704337	2	18	17
pa445254	pmid: 21704161	2	25	24
pa445254	pmid: 21704161	3	42	23
pa445254	pmid: 21704125	2	17	4
pa445254	pmid: 21704125	3	28	11
pa445254	pmid: 21703827	2	15	14
pa445254	pmid: 21703827	3	37	27
pa445254	pmid: 21703262	3	14	8
pa445254	pmid: 21701815	2	20	13
pa445254	pmid: 21701815	4	16	15
pa445254	pmid: 21701785	2	17	8
pa445254	pmid: 21701785	3	23	21
pa445254	pmid: 21700495	2	14	12
pa445254	pmid: 21700495	3	20	18
pa445254	pmid: 21699982	2	13	12
pa445254	pmid: 21699982	3	18	17
pa445254	pmid: 21699711	4	31	15
pa445254	pmid: 21699711	6	20	19
pa445254	pmid: 21699627	2	14	13
pa445254	pmid: 21699627	3	33	17
pa445254	pmid: 21699489	2	13	12
pa445254	pmid: 21699489	7	29	23
pa445254	pmid: 21699482	3	28	19
pa445254	pmid: 21697709	2	11	10
pa445254	pmid: 21697709	3	20	16
pa445254	pmid: 21696777	2	5	4
pa445254	pmid: 21696777	3	22	9
pa445254	pmid: 21696416	2	17	16
pa445254	pmid: 21696416	3	30	14
pa445254	pmid: 21696411	2	15	8
pa445254	pmid: 21696411	3	21	19
pa445254	pmid: 21696087	2	12	11
pa445254	pmid: 21696087	3	17	7
pa445254	pmid: 21696087	16	10	7
pa445254	pmid: 21695419	2	12	8
pa445254	pmid: 21695419	3	14	12
pa445254	pmid: 21694720	3	20	19
pa445254	pmid: 21694720	9	21	12
pa445254	pmid: 21693708	3	27	15
pa445254	pmid: 21693708	10	44	43
pa445254	pmid: 21693556	10	25	14
pa445254	pmid: 21693148	3	25	24
pa445254	pmid: 21693148	9	16	5
pa445254	pmid: 21693148	10	12	3
pa445254	pmid: 21693148	12	14	13
pa445254	pmid: 21693054	2	11	10
pa445254	pmid: 21693054	3	17	3
pa445254	pmid: 21693054	13	39	21
pa445254	pmid: 21692754	2	10	7
pa445254	pmid: 21692754	4	10	7
pa445254	pmid: 21692754	7	16	10
pa445254	pmid: 21692648	2	14	13
pa445254	pmid: 21692648	3	22	20
pa445254	pmid: 21692295	2	22	21
pa445254	pmid: 21692295	3	15	13
pa445254	pmid: 21691241	2	15	11
pa445254	pmid: 21691241	6	36	30
pa445254	pmid: 21691241	7	103	78
pa445254	pmid: 21690031	2	10	5
pa445254	pmid: 21690031	3	11	5
pa445254	pmid: 21690031	7	31	23
pa445254	pmid: 21690031	9	34	18
pa445254	pmid: 21690031	11	24	23
pa445254	pmid: 21689963	2	8	7
pa445254	pmid: 21689962	2	14	10
pa445254	pmid: 21689962	3	20	4
pa445254	pmid: 21689962	5	26	16
pa445254	pmid: 21689832	2	14	6
pa445254	pmid: 21689832	3	38	36
pa445254	pmid: 21689829	2	11	6
pa445254	pmid: 21689829	4	44	19
pa445254	pmid: 21689676	2	16	9
pa445254	pmid: 21689676	9	39	2
pa445254	pmid: 21689433	2	10	9
pa445254	pmid: 21689433	9	20	17
pa445254	pmid: 21689433	10	32	10
pa445254	pmid: 21687764	2	11	10
pa445254	pmid: 21687764	3	22	20
pa445254	pmid: 21687764	7	31	9
pa445254	pmid: 21687757	2	15	14
pa445254	pmid: 21687757	3	19	9
pa445254	pmid: 21687757	5	32	7
pa445254	pmid: 21686180	4	19	12
pa445254	pmid: 21686180	7	39	30
pa445254	pmid: 21685825	6	21	13
pa445254	pmid: 21685805	2	11	10
pa445254	pmid: 21685805	4	17	15
pa445254	pmid: 21685323	2	17	16
pa445254	pmid: 21685323	3	24	23
pa445254	pmid: 21685323	9	31	25
pa445254	pmid: 21684679	2	13	9
pa445254	pmid: 21684552	2	13	8
pa445254	pmid: 21684552	3	27	12
pa445254	pmid: 21684335	2	7	2
pa445254	pmid: 21684335	3	30	24
pa445254	pmid: 21684266	10	31	30
pa445254	pmid: 21683964	2	8	3
pa445254	pmid: 21683964	4	46	12
pa445254	pmid: 21683963	2	11	6
pa445254	pmid: 21683700	2	17	16
pa445254	pmid: 21683700	3	19	17
pa445254	pmid: 21683375	2	11	6
pa445254	pmid: 21683375	3	27	13
pa445254	pmid: 21683120	2	11	10
pa445254	pmid: 21682904	3	10	5
pa445254	pmid: 21682352	2	14	7
pa445254	pmid: 21682352	3	37	16
pa445254	pmid: 21681795	2	7	6
pa445254	pmid: 21681795	3	53	13
pa445254	pmid: 21679972	2	9	8
pa445254	pmid: 21679972	3	24	22
pa445254	pmid: 21679126	2	9	2
pa445254	pmid: 21679126	3	20	19
pa445254	pmid: 21679126	7	25	24
pa445254	pmid: 21679108	2	8	3
pa445254	pmid: 21677446	2	15	4
pa445254	pmid: 21677446	3	16	14
pa445254	pmid: 21677249	2	20	8
pa445254	pmid: 21677223	2	5	2
pa445254	pmid: 21676990	2	11	6
pa445254	pmid: 21676990	3	17	8
pa445254	pmid: 21676990	5	35	9
pa445254	pmid: 21676990	8	18	11
pa445254	pmid: 21676990	12	25	22
pa445254	pmid: 21676990	14	14	13
pa445254	pmid: 21676605	3	37	16
pa445254	pmid: 21676337	2	8	7
pa445254	pmid: 21676288	4	39	23
pa445254	pmid: 21674693	2	12	8
pa445254	pmid: 21674642	2	9	8
pa445254	pmid: 21674624	2	16	5
pa445254	pmid: 21674624	3	28	27
pa445254	pmid: 21674624	8	16	15
pa445254	pmid: 21674622	2	13	12
pa445254	pmid: 21674622	3	18	17
pa445254	pmid: 21674622	13	28	15
pa445254	pmid: 21672695	2	9	4
pa445254	pmid: 21672695	3	34	12
pa445254	pmid: 21672674	2	17	16
pa445254	pmid: 21672674	3	14	12
pa445254	pmid: 21672576	4	32	22
pa445254	pmid: 21672570	2	14	13
pa445254	pmid: 21672570	3	20	13
pa445254	pmid: 21672073	4	45	18
pa445254	pmid: 21671840	2	14	10
pa445254	pmid: 21671840	3	13	10
pa445254	pmid: 21671840	8	25	19
pa445254	pmid: 21671510	2	21	8
pa445254	pmid: 21671509	2	12	11
pa445254	pmid: 21671508	2	15	9
pa445254	pmid: 21671508	5	22	16
pa445254	pmid: 21670077	2	8	7
pa445254	pmid: 21670077	3	21	6
pa445254	pmid: 21669496	2	10	9
pa445254	pmid: 21668692	2	8	4
pa445254	pmid: 21668692	3	27	16
pa445254	pmid: 21668692	4	21	12
pa445254	pmid: 21667279	3	21	19
pa445254	pmid: 21667065	2	15	12
pa445254	pmid: 21667065	3	35	33
pa445254	pmid: 21666262	3	20	4
pa445254	pmid: 21666262	5	46	10
pa445254	pmid: 21666262	6	43	21
pa445254	pmid: 21666262	7	31	10
pa445254	pmid: 21666262	13	72	54
pa445254	pmid: 21664737	2	17	16
pa445254	pmid: 21664737	3	28	4
pa445254	pmid: 21664587	2	9	8
pa445254	pmid: 21664587	3	22	4
pa445254	pmid: 21664587	5	25	18
pa445254	pmid: 21664587	6	24	7
pa445254	pmid: 21664587	9	28	19
pa445254	pmid: 21663383	2	12	10
pa445254	pmid: 21663383	6	30	22
pa445254	pmid: 21663381	2	15	4
pa445254	pmid: 21663381	3	19	17
pa445254	pmid: 21661056	2	10	5
pa445254	pmid: 21661056	3	15	4
pa445254	pmid: 21661056	4	19	10
pa445254	pmid: 21661056	5	35	19
pa445254	pmid: 21661056	6	19	4
pa445254	pmid: 21661056	8	14	13
pa445254	pmid: 21661056	10	18	4
pa445254	pmid: 21661054	2	9	4
pa445254	pmid: 21661054	3	21	12
pa445254	pmid: 21661047	2	9	8
pa445254	pmid: 21661047	3	21	20
pa445254	pmid: 21661047	5	39	12
pa445254	pmid: 21661047	9	20	7
pa445254	pmid: 21661047	10	37	36
pa445254	pmid: 21660634	5	36	30
pa445254	pmid: 21660610	2	11	5
pa445254	pmid: 21660610	3	11	2
pa445254	pmid: 21660610	5	15	14
pa445254	pmid: 21660610	6	36	33
pa445254	pmid: 21660610	13	13	12
pa445254	pmid: 21658954	3	25	23
pa445254	pmid: 21658728	2	8	7
pa445254	pmid: 21658728	3	29	10
pa445254	pmid: 21658431	2	9	8
pa445254	pmid: 21658431	4	31	26
pa445254	pmid: 21658387	2	18	16
pa445254	pmid: 21658387	3	20	9
pa445254	pmid: 21658161	2	16	15
pa445254	pmid: 21658161	3	19	9
pa445254	pmid: 21656921	2	12	11
pa445254	pmid: 21656921	5	28	27
pa445254	pmid: 21656921	9	16	11
pa445254	pmid: 21656414	2	10	9
pa445254	pmid: 21656414	3	29	8
pa445254	pmid: 21656215	6	45	12
pa445254	pmid: 21655272	7	21	16
pa445254	pmid: 21655265	2	15	13
pa445254	pmid: 21655265	3	24	15
pa445254	pmid: 21655131	4	26	19
pa445254	pmid: 21653695	2	13	10
pa445254	pmid: 21653695	3	20	18
pa445254	pmid: 21653540	2	9	8
pa445254	pmid: 21653540	4	26	22
pa445254	pmid: 21653540	6	21	20
pa445254	pmid: 21653540	7	25	4
pa445254	pmid: 21653540	10	15	2
pa445254	pmid: 21653540	12	63	27
pa445254	pmid: 21653540	17	27	26
pa445254	pmid: 21652707	12	32	31
pa445254	pmid: 21651967	2	14	13
pa445254	pmid: 21651510	2	5	4
pa445254	pmid: 21651510	5	32	21
pa445254	pmid: 21651332	3	17	15
pa445254	pmid: 21651331	2	5	4
pa445254	pmid: 21651330	2	10	5
pa445254	pmid: 21651330	3	23	21
pa445254	pmid: 21651329	2	10	4
pa445254	pmid: 21651329	3	21	10
pa445254	pmid: 21651329	7	17	5
pa445254	pmid: 21649894	3	25	23
pa445254	pmid: 21647015	8	15	5
pa445254	pmid: 21647015	10	36	26
pa445254	pmid: 21646627	2	9	6
pa445254	pmid: 21646627	3	18	11
pa445254	pmid: 21646421	3	33	25
pa445254	pmid: 21646329	2	12	11
pa445254	pmid: 21646329	5	25	24
pa445254	pmid: 21646329	11	35	19
pa445254	pmid: 21646303	5	29	28
pa445254	pmid: 21646303	6	17	16
