Name	GeneName	PMID	Sentence index	The # of total tokens	Location of token	which abbreviation
CA1	759	21731633	10	25	22	0
MMP9	4318	21731633	11	24	17	0
GBA1	2629	21730160	7	29	9	1
HD	6532	21729402	4	33	23	1
HD	6532	21729402	6	34	8	1
HD	6532	21729402	10	21	14	1
HD	6532	21729402	12	20	20	1
A	1984	21728911	2	19	1	1
NHS	4810	21728911	7	13	8	0
ON	6678	21728911	9	27	13	1
CA1	759	21726270	8	32	30	0
ATP13A2	23400	21724849	2	10	9	0
ATP13A2	23400	21724849	3	23	4	0
ATP13A2	23400	21724849	4	15	1	0
ATPase	1769	21724849	4	15	7	1
ATP13A2	23400	21724849	6	21	10	0
ATP13A2	23400	21724849	7	28	6	0
ATP13A2	23400	21724849	8	20	4	0
ATP13A2	23400	21724849	9	8	3	0
ATP13A2	23400	21724849	10	19	5	0
GD	5047	21723784	4	9	4	1
GBA	2629	21723784	5	11	10	0
ER	2069	21722302	5	12	1	1
ER	2069	21722302	6	32	9	1
D2	28503	21721909	3	16	12	1
MSA	7173	21720849	9	17	1	1
A	1984	21719744	2	12	1	1
NHS	4810	21719744	6	44	3	0
A	1984	21718966	4	31	1	1
DAT	6531	21718949	3	23	14	1
A	1984	21718277	4	18	1	1
P	7776	21716022	9	30	28	1
P	7776	21716022	10	37	29	1
P	7776	21716022	11	58	44	1
FOG	161882	21715166	4	43	28	1
FOG	161882	21715166	13	18	17	1
ATP13A2	23400	21714071	2	6	1	0
ATP13A2	23400	21714071	3	12	3	0
ATP13A2	23400	21714071	4	13	10	0
ATP13A2	23400	21714071	5	13	1	0
ATP13A2	23400	21714071	7	29	13	0
A	1984	21714071	7	29	1	1
ATP13A2	23400	21714071	14	15	8	0
ATP13A2	23400	21714071	15	12	5	0
LRRK2	120892	21712955	2	10	5	0
LRRK2	120892	21712955	5	31	5	0
LRRK2	120892	21712955	7	33	16	0
MRS	8011	21712955	10	23	4	1
MRS	8011	21712955	11	22	4	1
MRS	8011	21712955	12	36	9	1
LRRK2	120892	21712955	13	33	7	0
A	1984	21709601	2	20	1	1
HMOX2	3163	21709601	5	14	9	0
HMOX2	3163	21709601	6	24	14	0
HMOX2	3163	21709601	7	24	9	0
HMOX2	3163	21709601	8	18	17	0
HMOX2	3163	21709601	10	23	12	0
DBS	4036	21709594	6	11	10	1
DBS	4036	21709594	7	18	11	1
Z	5695	21709594	7	18	4	1
Z	5695	21709594	11	34	5	1
DBS	4036	21709594	12	33	9	1
DBS	4036	21709594	13	21	14	1
DBS	4036	21708388	6	37	33	1
ATP	51761	21708261	8	39	18	1
A	1984	21707858	13	35	1	1
A	1984	21706828	10	20	1	1
A	1984	21705424	2	13	1	1
A	1984	21705027	8	34	1	1
DAT	6531	21705022	9	23	22	1
A	1984	21705020	7	8	1	1
FOG	161882	21704798	3	40	26	1
IV	27090	21704798	6	25	23	0
FOG	161882	21704798	9	7	1	1
A	1984	21704798	13	20	1	1
FOG	161882	21704798	14	19	4	1
FOG	161882	21704798	15	17	1	1
A	1984	21704673	8	16	1	1
LRRK2	120892	21704337	6	30	29	0
LRRK2	120892	21704337	7	30	19	0
A	1984	21704337	13	21	1	1
A	1984	21704161	9	28	1	1
NRTN	4902	21704161	9	28	5	0
NRTN	4902	21704161	10	29	16	0
NRTN	4902	21704161	13	24	23	0
DBS	4036	21704125	6	15	10	1
DBS	4036	21704125	9	33	17	1
DJ-1	11315	21701815	2	20	16	1
DJ-1	11315	21701815	3	12	1	1
DJ-1	11315	21701815	4	16	3	1
DJ-1	11315	21701815	5	14	4	1
DJ-1	11315	21701815	7	31	14	1
DJ-1	11315	21701815	8	37	35	1
DJ-1	11315	21701815	9	36	26	1
DJ-1	11315	21701815	10	28	22	1
DJ-1	11315	21701815	11	25	15	1
DJ-1	11315	21701815	12	26	8	1
HTRA2	27429	21701785	2	17	5	0
A2	3181	21701785	3	23	12	1
A2	755	21701785	3	23	12	1
A2	170589	21701785	3	23	12	1
A2	23545	21701785	3	23	12	1
HTRA2	27429	21701785	4	20	6	0
HTRA2	27429	21701785	5	25	8	0
A	1984	21701785	7	21	16	1
P	7776	21701785	8	29	27	1
HTRA2	27429	21701785	9	12	5	0
HTRA2	27429	21701785	10	28	20	0
HTRA2	27429	21701785	11	24	6	0
HTRA2	27429	21701785	12	14	9	0
HTRA2	27429	21701785	13	19	12	0
A	1984	21700495	9	25	1	1
C3	718	21699982	5	27	11	0
SRF	6722	21699982	6	41	9	0
GATA2	2624	21699982	7	19	12	0
GATA2	2624	21699982	10	24	22	0
SRF	6722	21699982	10	24	15	0
P	7776	21699627	7	45	40	1
P	7776	21699627	11	31	29	1
CB2	56142	21699489	3	19	14	1
CB2	56142	21699489	6	17	1	1
DBS	4036	21699482	4	26	12	1
DBS	4036	21699482	5	19	9	1
DBS	4036	21699482	7	26	25	1
DBS	4036	21699482	11	22	21	1
LRRK2	120892	21698001	2	11	5	0
LRRK2	120892	21698001	6	32	6	0
LRRK2	120892	21698001	7	16	4	0
LRRK2	120892	21698001	9	19	19	0
DAT	6531	21698001	9	19	2	1
LRRK2	120892	21698001	10	16	16	0
LRRK2	120892	21698001	12	34	4	0
MBP	5553	21696416	6	21	12	0
LRRK2	120892	21696411	2	16	1	0
LRRK2	120892	21696411	4	30	4	0
LRRK2	120892	21696411	5	32	7	0
LRRK2	120892	21696411	6	32	5	0
LRRK2	120892	21696411	7	45	16	0
LRRK2	120892	21696411	8	24	4	0
LRRK2	120892	21696411	9	16	7	0
LRRK2	120892	21696411	10	11	1	0
LRRK2	120892	21696411	11	17	8	0
A	1984	21696087	2	12	1	1
A	1984	21696087	3	17	1	1
A	1984	21696087	7	31	1	1
A	1984	21696087	15	10	1	1
B	10899	21693708	5	27	15	1
T	6862	21693708	5	27	13	0
A	1984	21693556	11	11	1	1
A	1984	21693148	7	32	4	1
A	1984	21693054	12	39	1	1
A	1984	21692754	2	10	1	1
T	6862	21692754	3	6	4	0
P	7776	21692754	3	6	2	1
A	1984	21692754	4	10	1	1
P	7776	21692295	10	61	59	1
P	7776	21692295	11	54	52	1
MSA	7173	21689962	8	26	7	1
MSA	7173	21689962	9	25	5	1
MSA	7173	21689962	10	23	23	1
A	1984	21689829	6	16	1	1
A	1984	21689433	4	15	1	1
F	3185	21687764	4	32	20	1
F	54910	21687764	4	32	20	1
IV	27090	21687764	8	25	20	0
COX-2	5743	21685825	11	45	40	1
OF	6688	21685805	5	23	2	1
A	1984	21685805	16	22	3	1
EP	8288	21685323	6	17	3	1
MPO	4353	21685323	7	29	13	2
EP	8288	21685323	7	29	5	1
EP	8288	21685323	8	27	2	1
EP	8288	21685323	9	31	6	1
OF	6688	21684552	9	30	18	1
GM	5506	21684552	10	43	15	1
BS	641	21683963	7	18	14	1
BS	641	21683963	8	41	11	1
BS	641	21683963	10	33	6	1
BS	641	21683963	11	35	16	1
ATP	51761	21683801	4	31	18	1
A	1984	21683120	2	11	6	1
ATP13A2	23400	21683120	6	18	9	0
ATPase	1769	21683120	6	18	12	1
A	1984	21683120	7	26	21	1
GLA	9027	21683120	8	18	6	0
GLA	9027	21683120	9	38	17	0
A	1984	21683120	10	36	1	1
GLA	9027	21683120	11	25	10	0
A	1984	21682904	6	14	1	1
A	1984	21682352	4	17	1	1
LRRK2	120892	21679972	8	35	32	0
LRRK2	120892	21679126	2	10	1	0
LRRK2	120892	21679126	4	29	7	0
LRRK2	120892	21679126	5	19	10	0
LRRK2	120892	21679126	6	14	11	0
A	1984	21677446	12	21	1	1
DBS	4036	21677249	4	17	8	1
DBS	4036	21677249	5	19	11	1
DBS	4036	21677223	2	5	1	1
A	1984	21676605	5	7	1	1
LRRK2	120892	21676337	2	8	3	0
LRRK2	120892	21676337	5	21	10	0
LRRK2	120892	21676337	6	21	6	0
LRRK2	120892	21676337	7	37	12	0
VIM	7431	21674693	12	17	2	0
VIM	7431	21674693	13	16	16	0
ER	2069	21674642	9	23	17	1
A	1984	21674622	2	13	1	1
A	1984	21674622	6	35	1	1
M	10505	21672953	5	20	9	1
DBS	4036	21672674	5	23	14	1
DBS	4036	21672674	8	16	5	1
DBS	4036	21672674	9	23	11	1
ON	6678	21672674	9	23	12	1
DBS	4036	21672674	10	14	14	1
DBS	4036	21672674	11	27	22	1
ON	6678	21672674	11	27	23	1
DBS	4036	21672674	12	25	18	1
A	1984	21671840	5	17	1	1
A	1984	21671510	2	22	1	1
COX-2	5743	21667279	2	14	11	1
COX-2	5743	21667279	5	12	3	1
COX-2	5743	21667279	6	50	32	1
COX-2	5743	21667279	8	36	4	1
COX-2	5743	21667279	9	20	20	1
TARDBP	23435	21667065	2	16	5	0
TARDBP	23435	21667065	3	35	4	0
A	1984	21667065	4	22	1	1
ALS	3483	21667065	4	22	15	1
ALS	6647	21667065	4	22	15	1
TARDBP	23435	21667065	4	22	3	0
TARDBP	23435	21667065	13	23	10	0
A	1984	21666262	10	27	1	1
A	1984	21664587	6	24	1	1
B	10899	21661054	4	30	28	1
A	1984	21661054	6	41	1	1
APS	10603	21660610	8	37	1	1
APS	3818	21660610	8	37	1	1
C	64663	21660610	8	37	21	1
APS	10603	21660610	9	21	5	1
APS	3818	21660610	9	21	5	1
APS	10603	21660610	10	14	7	1
APS	3818	21660610	10	14	7	1
APS	10603	21660610	11	58	38	1
APS	3818	21660610	11	58	38	1
SPS	9496	21660610	11	58	1	1
C	64663	21660610	11	58	19	1
SPS	9496	21660610	12	16	6	1
A	1984	21658954	5	27	1	1
LRRK2	120892	21658387	2	19	1	0
LRRK2	120892	21658387	3	20	1	0
LRRK2	120892	21658387	4	34	17	0
LRRK2	120892	21658387	5	16	16	0
LRRK2	120892	21658387	6	26	26	0
A	1984	21658387	6	26	1	1
LRRK2	120892	21658387	7	26	25	0
A	1984	21658161	9	14	1	1
H	2523	21656215	2	12	5	1
H	2523	21656215	3	39	7	1
H	2523	21656215	6	45	26	1
H	2523	21656215	8	52	7	1
H	2523	21656215	9	28	24	1
A	1984	21655265	2	15	4	1
A	1984	21655265	5	23	10	1
A	1984	21655265	6	18	2	1
A	1984	21655265	8	20	5	1
ET	5833	21655131	7	21	9	1
ET	5833	21655131	8	20	10	1
ET	5833	21655131	9	38	7	1
GBA	2629	21653695	4	22	10	0
GBA	2629	21653695	5	16	1	0
GBA	2629	21653695	11	41	40	0
P	7776	21653540	12	72	36	1
P	7776	21653540	13	37	21	1
A	1984	21652707	7	29	19	1
FKBP12	2282	21652707	7	29	12	1
FKBP12	2283	21652707	7	29	12	1
FKBP12	2284	21652707	7	29	12	1
FKBP12	2285	21652707	7	29	12	1
FKBP38	23770	21652707	7	29	13	1
FKBP12	2282	21652707	8	12	7	1
FKBP12	2283	21652707	8	12	7	1
FKBP12	2284	21652707	8	12	7	1
FKBP12	2285	21652707	8	12	7	1
FKBP12	2282	21652707	9	15	3	1
FKBP12	2283	21652707	9	15	3	1
FKBP12	2284	21652707	9	15	3	1
FKBP12	2285	21652707	9	15	3	1
FKBP12	2282	21652707	10	23	23	1
FKBP12	2283	21652707	10	23	23	1
FKBP12	2284	21652707	10	23	23	1
FKBP12	2285	21652707	10	23	23	1
FKBP12	2282	21652707	11	25	11	1
FKBP12	2283	21652707	11	25	11	1
FKBP12	2284	21652707	11	25	11	1
FKBP12	2285	21652707	11	25	11	1
FKBP38	23770	21652707	11	25	2	1
FKBP12	2282	21652707	12	32	12	1
FKBP12	2283	21652707	12	32	12	1
FKBP12	2284	21652707	12	32	12	1
FKBP12	2285	21652707	12	32	12	1
A	1984	21651967	3	36	1	1
NP	100289419	21651967	8	24	24	0
CD68	968	21651967	10	14	6	0
A	1984	21651332	7	13	11	1
B	10899	21651332	7	13	13	1
ALS	3483	21646421	4	46	44	1
ALS	6647	21646421	4	46	44	1
ALS	3483	21646421	5	12	7	1
ALS	6647	21646421	5	12	7	1
C	64663	21646421	5	12	2	1
C	64663	21646421	13	28	11	1
ALS	3483	21646421	14	16	4	1
ALS	6647	21646421	14	16	4	1
C	64663	21646421	14	16	13	1
ALS	3483	21646421	16	12	1	1
ALS	6647	21646421	16	12	1	1
C	64663	21646421	16	12	9	1
A	1984	21646329	8	26	1	1
DBS	4036	21646303	8	15	10	1
DBS	4036	21646303	11	9	5	1
